Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
25346389,4/12/13 0:00,4/16/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11234,1586 EAST 36 STREET,EAST 36 STREET,FLATLANDS AVENUE,AVENUE P,,,ADDRESS,BROOKLYN,,N/A,Closed,5/12/13 0:00,4/16/13 0:00,Unspecified BROOKLYN,BROOKLYN,1001169,163948,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61665967,-73.93905862,"(40.616659667830675, -73.93905861504265)"
25346388,4/12/13 0:00,4/19/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10456,1226 SHERMAN AVENUE,SHERMAN AVENUE,EAST 167 STREET,EAST 168 STREET,,,ADDRESS,BRONX,,N/A,Closed,5/12/13 0:00,4/19/13 0:00,Unspecified BRONX,BRONX,1007623,243271,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83436713,-73.91553615,"(40.83436712694572, -73.91553614766035)"
25356815,4/13/13 0:00,4/16/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11214,2069 85 STREET,85 STREET,20 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,5/13/13 0:00,4/16/13 0:00,Unspecified BROOKLYN,BROOKLYN,985298,159465,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60437085,-73.99622585,"(40.60437084599537, -73.99622585195348)"
25359738,4/14/13 0:00,4/17/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11215,188 8 STREET,8 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,5/14/13 0:00,4/17/13 0:00,Unspecified BROOKLYN,BROOKLYN,987231,183904,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67145024,-73.98925377,"(40.671450241633366, -73.98925376848076)"
25361398,4/14/13 0:00,4/17/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11358,189-14 CROCHERON AVENUE,CROCHERON AVENUE,UTOPIA PARKWAY,190 STREET,,,ADDRESS,Flushing,,N/A,Closed,5/14/13 0:00,4/17/13 0:00,Unspecified QUEENS,QUEENS,1041738,217417,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76324897,-73.79247521,"(40.76324896922996, -73.79247520915811)"
25369065,4/15/13 0:00,4/23/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,10301,94 SHERMAN AVENUE,SHERMAN AVENUE,BENZIGER AVENUE,CORSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,5/15/13 0:00,4/23/13 0:00,01 STATEN ISLAND,STATEN ISLAND,961804,172081,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63897075,-74.0808764,"(40.63897075384871, -74.08087639741045)"
25369049,4/15/13 0:00,4/18/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10003,58 EAST 1 STREET,EAST 1 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,5/15/13 0:00,4/18/13 0:00,Unspecified MANHATTAN,MANHATTAN,987191,202932,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72367768,-73.98938966,"(40.723677682800044, -73.98938965623672)"
25367667,4/15/13 0:00,4/19/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10473,920 METCALF AVENUE,METCALF AVENUE,BRONX RIVER PKWY NB EN STORY AVE,BRUCKNER BOULEVARD,,,ADDRESS,BRONX,,N/A,Closed,5/15/13 0:00,4/19/13 0:00,Unspecified BRONX,BRONX,1019911,239318,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82347622,-73.87115162,"(40.823476215047165, -73.87115162448848)"
25364514,4/15/13 0:00,4/25/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10306,304 FAIRBANKS AVENUE,FAIRBANKS AVENUE,HYLAN BOULEVARD,PENDALE STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,5/15/13 0:00,4/25/13 0:00,03 STATEN ISLAND,STATEN ISLAND,949564,142442,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5575783,-74.12482677,"(40.55757830419323, -74.12482677256673)"
25375812,4/16/13 0:00,5/6/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10001,207 WEST 25 STREET,WEST 25 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,5/16/13 0:00,5/6/13 0:00,04 MANHATTAN,MANHATTAN,985565,210927,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74562238,-73.99525427,"(40.74562237902606, -73.99525426797025)"
25375035,4/16/13 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10473,423 TURNER AVENUE,TURNER AVENUE,NORTON AVENUE,LACOMBE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,5/16/13 0:00,5/6/13 0:00,09 BRONX,BRONX,1026833,236461,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81560391,-73.84615961,"(40.815603908934705, -73.84615960884352)"
25370841,4/16/13 0:00,4/24/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11379,78-30 METROPOLITAN AVENUE,METROPOLITAN AVENUE,78 STREET,79 STREET,,,ADDRESS,Middle Village,,N/A,Closed,5/16/13 0:00,4/24/13 0:00,05 QUEENS,QUEENS,1019051,199132,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71317964,-73.874467,"(40.71317964112352, -73.87446700376329)"
25381115,4/17/13 0:00,4/19/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11236,1007 RALPH AVENUE,RALPH AVENUE,EAST 88 STREET,AVENUE A,,,ADDRESS,BROOKLYN,,N/A,Closed,5/17/13 0:00,4/19/13 0:00,Unspecified BROOKLYN,BROOKLYN,1006299,176260,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6504422,-73.9205404,"(40.65044220081937, -73.92054039522908)"
25388740,4/18/13 0:00,4/22/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11105,20-39 47 STREET,47 STREET,20 AVENUE,21 AVENUE,,,ADDRESS,ASTORIA,,N/A,Closed,5/18/13 0:00,4/22/13 0:00,Unspecified QUEENS,QUEENS,1012429,220796,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77266544,-73.89826288,"(40.77266544101591, -73.89826287553025)"
25389343,4/18/13 0:00,4/25/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10032,510 WEST 170 STREET,WEST 170 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,5/18/13 0:00,4/25/13 0:00,12 MANHATTAN,MANHATTAN,1001797,245787,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84128631,-73.93658318,"(40.841286312215246, -73.93658318287068)"
25392698,4/19/13 0:00,4/25/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11377,69-23 47 AVENUE,47 AVENUE,LONG ISLAND RAILROAD,70 STREET,,,ADDRESS,Woodside,,N/A,Closed,5/19/13 0:00,4/25/13 0:00,02 QUEENS,QUEENS,1013364,208552,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73905577,-73.89494018,"(40.73905577348108, -73.89494018389294)"
25401081,4/21/13 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10016,230 EAST 27 STREET,EAST 27 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,5/21/13 0:00,4/29/13 0:00,06 MANHATTAN,MANHATTAN,989838,209137,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74070761,-73.97983483,"(40.740707608278456, -73.97983483300737)"
25401747,4/21/13 0:00,4/26/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10009,63 AVENUE D,AVENUE D,EAST 5 STREET,EAST 6 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,5/21/13 0:00,4/26/13 0:00,03 MANHATTAN,MANHATTAN,990561,202340,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72205102,-73.97723215,"(40.7220510237684, -73.9772321503916)"
25413562,4/22/13 0:00,4/30/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10033,454 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 180 STREET,WEST 181 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,5/22/13 10:22,4/30/13 0:00,12 MANHATTAN,MANHATTAN,1001266,249093,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85036135,-73.93849389,"(40.8503613475341, -73.93849388609034)"
25414567,4/23/13 0:00,4/25/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,10305,80 LANSING STREET,LANSING STREET,ORLANDO STREET,SOUTH BEACH AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,5/23/13 0:00,4/25/13 0:00,02 STATEN ISLAND,STATEN ISLAND,964622,154888,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59178624,-74.07067273,"(40.59178623512778, -74.07067273385945)"
25411358,4/23/13 0:00,4/25/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,10305,80 LANSING STREET,LANSING STREET,ORLANDO STREET,SOUTH BEACH AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,5/23/13 0:00,4/25/13 0:00,02 STATEN ISLAND,STATEN ISLAND,964622,154888,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59178624,-74.07067273,"(40.59178623512778, -74.07067273385945)"
25403829,4/23/13 0:00,5/3/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10018,452 WEST 36 STREET,WEST 36 STREET,DYER AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,5/23/13 0:00,5/3/13 0:00,04 MANHATTAN,MANHATTAN,984983,214524,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7554953,-73.99735427,"(40.75549530301412, -73.99735426831656)"
25415753,4/23/13 0:00,4/30/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11105,31-04 DITMARS BOULEVARD,DITMARS BOULEVARD,31 STREET,32 STREET,,,ADDRESS,Astoria,,N/A,Closed,5/23/13 0:00,4/30/13 0:00,01 QUEENS,QUEENS,1009033,222006,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77599675,-73.91051928,"(40.77599674548822, -73.91051928168818)"
25412844,4/23/13 0:00,4/25/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10033,2308 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 174 STREET,CROSS BRONX EXPWY NB ET 1 B,,,ADDRESS,NEW YORK,,N/A,Closed,5/23/13 0:00,4/25/13 0:00,12 MANHATTAN,MANHATTAN,1002525,246756,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84394446,-73.93394947,"(40.843944456564564, -73.93394946991444)"
25421267,4/24/13 0:00,4/30/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10025,207 WEST 108 STREET,WEST 108 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,5/24/13 0:00,4/30/13 0:00,07 MANHATTAN,MANHATTAN,993863,231458,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80196946,-73.96527807,"(40.801969462594805, -73.96527806771718)"
25434301,4/26/13 0:00,5/10/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11222,180 RUSSELL STREET,RUSSELL STREET,NASSAU AVENUE,NORMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,5/26/13 0:00,5/10/13 0:00,01 BROOKLYN,BROOKLYN,999585,204057,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72675273,-73.94467285,"(40.72675273105034, -73.94467285275441)"
25432176,4/26/13 0:00,4/29/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10002,91 PITT STREET,PITT STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,5/26/13 0:00,4/29/13 0:00,03 MANHATTAN,MANHATTAN,989146,201086,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71860999,-73.98233788,"(40.7186099923566, -73.98233788052552)"
25431046,4/26/13 0:00,4/29/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11203,690 EAST 39 STREET,EAST 39 STREET,AVENUE D,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,5/26/13 9:20,4/29/13 0:00,17 BROOKLYN,BROOKLYN,1000958,172552,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64027623,-73.93979733,"(40.64027623036295, -73.93979732695995)"
25439044,4/27/13 0:00,5/20/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10025,18 WEST 107 STREET,WEST 107 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,5/27/13 0:00,5/20/13 0:00,07 MANHATTAN,MANHATTAN,995267,230374,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79899254,-73.96020863,"(40.7989925400783, -73.96020863162184)"
25442835,4/28/13 0:00,5/2/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11377,59-06 48 AVENUE,48 AVENUE,59 STREET,59 PLACE,,,ADDRESS,Woodside,,N/A,Closed,5/28/13 0:00,5/2/13 0:00,02 QUEENS,QUEENS,1010257,208373,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73857415,-73.90615268,"(40.73857414538764, -73.9061526841141)"
25442814,4/28/13 0:00,5/2/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11104,50-18 42 STREET,42 STREET,50 AVENUE,51 AVENUE,,,ADDRESS,Sunnyside,,N/A,Closed,5/28/13 0:00,5/2/13 0:00,02 QUEENS,QUEENS,1005399,207889,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73725864,-73.92368449,"(40.73725863690574, -73.92368448614909)"
25447270,4/29/13 0:00,5/6/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10028,519 EAST 82 STREET,EAST 82 STREET,YORK AVENUE,EAST END AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,5/29/13 0:00,5/6/13 0:00,08 MANHATTAN,MANHATTAN,998556,220932,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77307206,-73.94834948,"(40.77307206345438, -73.94834948199833)"
25450919,4/29/13 0:00,5/6/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10001,341 9 AVENUE,9 AVENUE,WEST 29 STREET,WEST 30 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,5/29/13 0:00,5/6/13 0:00,04 MANHATTAN,MANHATTAN,984693,212715,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75053008,-73.99840113,"(40.75053007590232, -73.99840112990847)"
25455874,4/30/13 0:00,5/2/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11368,102-04 37 AVENUE,37 AVENUE,102 STREET,103 STREET,,,ADDRESS,Corona,,N/A,Closed,5/30/13 13:38,5/2/13 0:00,03 QUEENS,QUEENS,1021590,213661,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75304778,-73.86522779,"(40.75304777580638, -73.86522778958653)"
25463845,5/1/13 0:00,5/13/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11105,22-53 23 STREET,23 STREET,AMTRAK RAILROAD,22 DRIVE,,,ADDRESS,Astoria,,N/A,Closed,5/31/13 0:00,5/13/13 0:00,01 QUEENS,QUEENS,1007179,222952,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77859827,-73.91721004,"(40.77859826889175, -73.91721004332706)"
25469480,5/2/13 0:00,5/3/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11229,1620 EAST 12 STREET,EAST 12 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,6/1/13 0:00,5/3/13 0:00,15 BROOKLYN,BROOKLYN,995004,161334,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60949441,-73.96126879,"(40.609494405133354, -73.96126879355528)"
25470317,5/2/13 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10314,11 WINDHAM LOOP,WINDHAM LOOP,BEND,KATHY PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,6/1/13 0:00,5/2/13 0:00,02 STATEN ISLAND,STATEN ISLAND,939012,149947,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57813048,-74.16285108,"(40.578130483785905, -74.16285107814258)"
25469500,5/2/13 0:00,5/2/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10009,63 AVENUE D,AVENUE D,EAST 5 STREET,EAST 6 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,6/1/13 0:00,5/2/13 0:00,03 MANHATTAN,MANHATTAN,990561,202340,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72205102,-73.97723215,"(40.7220510237684, -73.9772321503916)"
25469605,5/2/13 0:00,5/14/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11206,222 VARET STREET,VARET STREET,BUSHWICK AVENUE,WHITE STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,6/1/13 0:00,5/14/13 0:00,01 BROOKLYN,BROOKLYN,1002212,195712,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70384276,-73.93521717,"(40.70384276393605, -73.93521716894647)"
25472466,5/3/13 0:00,5/8/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11355,143-06 BARCLAY AVENUE,BARCLAY AVENUE,BOWNE STREET,PARSONS BOULEVARD,,,ADDRESS,Flushing,,N/A,Closed,6/2/13 0:00,5/8/13 0:00,07 QUEENS,QUEENS,1033260,215908,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75915822,-73.82309068,"(40.75915822345224, -73.8230906840069)"
25486374,5/5/13 0:00,5/14/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10031,629 WEST 135 STREET,WEST 135 STREET,BROADWAY,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,6/4/13 0:00,5/14/13 0:00,09 MANHATTAN,MANHATTAN,996332,238265,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82064975,-73.95634785,"(40.82064975149654, -73.95634784624868)"
25490470,5/6/13 0:00,5/13/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10314,23 ROMAN AVENUE,ROMAN AVENUE,SELDIN AVENUE,MAY AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,6/5/13 0:00,5/13/13 0:00,02 STATEN ISLAND,STATEN ISLAND,939487,163341,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61489666,-74.16122989,"(40.61489666057413, -74.16122988880527)"
25493596,5/6/13 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11377,42-41 64 STREET,64 STREET,HICKS DRIVE,43 AVENUE,,,ADDRESS,Woodside,,N/A,Assigned,6/5/13 0:00,5/15/13 0:00,02 QUEENS,QUEENS,1011668,209876,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74269524,-73.90105491,"(40.74269524227888, -73.90105491127585)"
25500332,5/7/13 0:00,5/10/13 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11360,210-10 23 AVENUE,23 AVENUE,BEND,211 STREET,,,ADDRESS,Bayside,,N/A,Closed,6/6/13 0:00,5/10/13 0:00,07 QUEENS,QUEENS,1044883,223226,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7791721,-73.78106977,"(40.779172099307246, -73.78106977275347)"
